% X-coord, Y-coord, Polarization, wavelength, type, deviceID, params 
-429, 228, TE, 1550, device, ring, r8.4, w0.5, g0.164, b50
-89, -281, TE, 1550, device, ring, r19.0, w0.5, g0.178, b50
-259, 738, TE, 1550, device, ring, r24.5, w0.5, g0.105, b50
-1279, -621, TE, 1550, device, ring, r24.4, w0.5, g0.167, b50
-1109, 228, TE, 1550, device, ring, r43.4, w0.5, g0.137, b50
-429, -111, TE, 1550, device, ring, r45.7, w0.5, g0.137, b50
-429, -451, TE, 1550, device, ring, r32.7, w0.5, g0.157, b50
-89, -621, TE, 1550, device, ring, r45.5, w0.5, g0.108, b50
-599, 568, TE, 1550, device, ring, r26.3, w0.5, g0.14, b50
-599, -281, TE, 1550, device, ring, r49.1, w0.5, g0.132, b50
-1109, -621, TE, 1550, device, ring, r13.0, w0.5, g0.106, b50
-599, 58, TE, 1550, device, ring, r22.8, w0.5, g0.107, b50
-939, 228, TE, 1550, device, ring, r42.4, w0.5, g0.171, b50
-259, -451, TE, 1550, device, ring, r39.1, w0.5, g0.122, b50
-1449, 738, TE, 1550, device, ring, r29.1, w0.5, g0.123, b50
80, -791, TE, 1550, device, ring, r46.5, w0.5, g0.151, b50
80, -451, TE, 1550, device, ring, r12.2, w0.5, g0.111, b50
-1449, -111, TE, 1550, device, ring, r47.5, w0.5, g0.178, b50
-1449, -281, TE, 1550, device, ring, r15.8, w0.5, g0.146, b50
-1109, 738, TE, 1550, device, ring, r47.2, w0.5, g0.172, b50
-1279, 58, TE, 1550, device, ring, r37.4, w0.5, g0.147, b50
-1449, -621, TE, 1550, device, ring, r14.8, w0.5, g0.129, b50
-769, 568, TE, 1550, device, ring, r43.5, w0.5, g0.101, b50
-1279, -111, TE, 1550, device, ring, r5.9, w0.5, g0.169, b50
-89, 738, TE, 1550, device, ring, r14.1, w0.5, g0.128, b50
-429, 568, TE, 1550, device, ring, r19.0, w0.5, g0.159, b50
-939, -621, TE, 1550, device, ring, r29.2, w0.5, g0.102, b50
-429, 398, TE, 1550, device, ring, r27.3, w0.5, g0.139, b50
-1449, 568, TE, 1550, device, ring, r7.0, w0.5, g0.151, b50
-1279, 738, TE, 1550, device, ring, r18.2, w0.5, g0.13, b50
-769, 398, TE, 1550, device, ring, r5.0, w0.5, g0.157, b50
-1279, -451, TE, 1550, device, ring, r20.4, w0.5, g0.123, b50
-1279, 398, TE, 1550, device, ring, r45.6, w0.5, g0.132, b50
-1109, -451, TE, 1550, device, ring, r37.6, w0.5, g0.17, b50
-429, -621, TE, 1550, device, ring, r31.4, w0.5, g0.149, b50
-769, -451, TE, 1550, device, ring, r26.4, w0.5, g0.122, b50
-89, 398, TE, 1550, device, ring, r34.1, w0.5, g0.18, b50
-89, -451, TE, 1550, device, ring, r5.1, w0.5, g0.128, b50
-769, 738, TE, 1550, device, ring, r48.3, w0.5, g0.137, b50
-1449, -451, TE, 1550, device, ring, r27.7, w0.5, g0.163, b50
-599, 738, TE, 1550, device, ring, r28.4, w0.5, g0.176, b50
590, 568, TE, 1550, device, ring, r18.6, w0.5, g0.109, b50
1780, -111, TE, 1550, device, ring, r36.4, w0.5, g0.104, b50
1270, 398, TE, 1550, device, ring, r42.6, w0.5, g0.118, b50
420, 58, TE, 1550, device, ring, r43.2, w0.5, g0.17, b50
1100, -281, TE, 1550, device, ring, r35.3, w0.5, g0.175, b50
1440, 228, TE, 1550, device, ring, r46.7, w0.5, g0.133, b50
1100, 58, TE, 1550, device, ring, r37.9, w0.5, g0.172, b50
1780, -621, TE, 1550, device, ring, r14.1, w0.5, g0.165, b50
1270, 738, TE, 1550, device, ring, r8.1, w0.5, g0.146, b50
760, 738, TE, 1550, device, ring, r48.8, w0.5, g0.168, b50
420, 738, TE, 1550, device, ring, r19.3, w0.5, g0.17, b50
250, 398, TE, 1550, device, ring, r36.6, w0.5, g0.178, b50
1610, 568, TE, 1550, device, ring, r41.1, w0.5, g0.122, b50
1440, 398, TE, 1550, device, ring, r34.6, w0.5, g0.167, b50
1610, -281, TE, 1550, device, ring, r32.5, w0.5, g0.152, b50
420, -281, TE, 1550, device, ring, r26.2, w0.5, g0.127, b50
1270, 568, TE, 1550, device, ring, r7.7, w0.5, g0.179, b50
590, -281, TE, 1550, device, ring, r30.9, w0.5, g0.143, b50
590, 58, TE, 1550, device, ring, r25.4, w0.5, g0.133, b50
1610, -111, TE, 1550, device, ring, r37.2, w0.5, g0.108, b50
250, 228, TE, 1550, device, ring, r20.4, w0.5, g0.152, b50
1780, -281, TE, 1550, device, ring, r41.4, w0.5, g0.169, b50
1100, 568, TE, 1550, device, ring, r24.3, w0.5, g0.125, b50
930, 228, TE, 1550, device, ring, r8.8, w0.5, g0.141, b50
1440, -111, TE, 1550, device, ring, r47.0, w0.5, g0.153, b50
250, 738, TE, 1550, device, ring, r34.2, w0.5, g0.117, b50
590, -451, TE, 1550, device, ring, r40.5, w0.5, g0.174, b50
1780, 228, TE, 1550, device, ring, r16.5, w0.5, g0.159, b50
590, -791, TE, 1550, device, ring, r44.6, w0.5, g0.14, b50
1440, 58, TE, 1550, device, ring, r38.4, w0.5, g0.162, b50
760, -111, TE, 1550, device, ring, r19.9, w0.5, g0.113, b50
250, 568, TE, 1550, device, ring, r12.5, w0.5, g0.133, b50
1100, -111, TE, 1550, device, ring, r32.3, w0.5, g0.143, b50
1440, 568, TE, 1550, device, ring, r42.9, w0.5, g0.136, b50
760, 228, TE, 1550, device, ring, r14.4, w0.5, g0.166, b50
1270, -281, TE, 1550, device, ring, r19.7, w0.5, g0.127, b50
1100, -621, TE, 1550, device, ring, r39.3, w0.5, g0.137, b50
420, 398, TE, 1550, device, ring, r24.1, w0.5, g0.117, b50
1270, 228, TE, 1550, device, ring, r45.8, w0.5, g0.14, b50
250, 58, TE, 1550, device, ring, r31.6, w0.5, g0.102, b50
250, -281, TE, 1550, device, ring, r40.6, w0.5, g0.171, b50
250, -621, TE, 1550, device, ring, r26.2, w0.5, g0.144, b50
760, -451, TE, 1550, device, ring, r26.0, w0.5, g0.17, b50
1610, 398, TE, 1550, device, ring, r36.9, w0.5, g0.161, b50
1100, -451, TE, 1550, device, ring, r36.2, w0.5, g0.122, b50
1100, 228, TE, 1550, device, ring, r33.0, w0.5, g0.169, b50
930, -451, TE, 1550, device, ring, r47.8, w0.5, g0.107, b50
1270, -451, TE, 1550, device, ring, r49.7, w0.5, g0.128, b50
590, 228, TE, 1550, device, ring, r21.7, w0.5, g0.164, b50
930, -281, TE, 1550, device, ring, r37.3, w0.5, g0.152, b50
1780, -791, TE, 1550, device, ring, r23.4, w0.5, g0.16, b50
760, 398, TE, 1550, device, ring, r48.2, w0.5, g0.108, b50
1610, 738, TE, 1550, device, ring, r16.9, w0.5, g0.127, b50
1780, 58, TE, 1550, device, ring, r36.9, w0.5, g0.131, b50
1270, -111, TE, 1550, device, ring, r21.8, w0.5, g0.116, b50
1270, -791, TE, 1550, device, ring, r8.5, w0.5, g0.114, b50
1610, -621, TE, 1550, device, ring, r28.3, w0.5, g0.172, b50
1270, 58, TE, 1550, device, ring, r31.7, w0.5, g0.174, b50
1610, 58, TE, 1550, device, ring, r16.5, w0.5, g0.147, b50
1610, -791, TE, 1550, device, ring, r34.5, w0.5, g0.129, b50
1610, 228, TE, 1550, device, ring, r47.2, w0.5, g0.103, b50
1610, -451, TE, 1550, device, ring, r10.1, w0.5, g0.103, b50
1780, 568, TE, 1550, device, ring, r20.9, w0.5, g0.173, b50
930, -791, TE, 1550, device, ring, r5.8, w0.5, g0.171, b50
250, -451, TE, 1550, device, ring, r22.2, w0.5, g0.14, b50
420, 228, TE, 1550, device, ring, r41.3, w0.5, g0.102, b50
930, 58, TE, 1550, device, ring, r35.4, w0.5, g0.141, b50
420, 568, TE, 1550, device, ring, r32.2, w0.5, g0.125, b50
1440, -621, TE, 1550, device, ring, r7.2, w0.5, g0.129, b50
930, 738, TE, 1550, device, ring, r37.3, w0.5, g0.136, b50
1440, 738, TE, 1550, device, ring, r49.5, w0.5, g0.169, b50
1780, 398, TE, 1550, device, ring, r32.0, w0.5, g0.126, b50
760, 58, TE, 1550, device, ring, r22.9, w0.5, g0.108, b50
1270, -621, TE, 1550, device, ring, r38.2, w0.5, g0.15, b50
1440, -451, TE, 1550, device, ring, r30.7, w0.5, g0.151, b50
1100, 398, TE, 1550, device, ring, r25.3, w0.5, g0.145, b50
930, 568, TE, 1550, device, ring, r35.8, w0.5, g0.153, b50
420, -791, TE, 1550, device, ring, r38.0, w0.5, g0.107, b50
590, 738, TE, 1550, device, ring, r43.1, w0.5, g0.159, b50
760, 568, TE, 1550, device, ring, r29.3, w0.5, g0.154, b50
420, -451, TE, 1550, device, ring, r43.9, w0.5, g0.129, b50
930, 398, TE, 1550, device, ring, r31.7, w0.5, g0.149, b50
760, -621, TE, 1550, device, ring, r44.9, w0.5, g0.161, b50
930, -621, TE, 1550, device, ring, r27.0, w0.5, g0.139, b50
1100, 738, TE, 1550, device, ring, r13.8, w0.5, g0.142, b50
420, -621, TE, 1550, device, ring, r26.3, w0.5, g0.175, b50
590, -111, TE, 1550, device, ring, r21.7, w0.5, g0.135, b50
250, -111, TE, 1550, device, ring, r29.0, w0.5, g0.12, b50
1100, -791, TE, 1550, device, ring, r26.3, w0.5, g0.129, b50
760, -281, TE, 1550, device, ring, r43.5, w0.5, g0.179, b50
1440, -281, TE, 1550, device, ring, r20.2, w0.5, g0.14, b50
930, -111, TE, 1550, device, ring, r38.7, w0.5, g0.11, b50
250, -791, TE, 1550, device, ring, r40.1, w0.5, g0.136, b50
420, -111, TE, 1550, device, ring, r7.7, w0.5, g0.127, b50
1780, -451, TE, 1550, device, ring, r20.3, w0.5, g0.146, b50
590, -621, TE, 1550, device, ring, r26.4, w0.5, g0.102, b50
760, -791, TE, 1550, device, ring, r25.7, w0.5, g0.161, b50
1780, 738, TE, 1550, device, ring, r7.9, w0.5, g0.152, b50
1440, -791, TE, 1550, device, ring, r46.0, w0.5, g0.119, b50
590, 398, TE, 1550, device, ring, r43.9, w0.5, g0.154, b50
1100, -961, TE, 1550, device, ring, r9.1, w0.5, g0.12, b50
1610, -1131, TE, 1550, device, ring, r35.3, w0.5, g0.162, b50
1270, -961, TE, 1550, device, ring, r20.3, w0.5, g0.113, b50
1780, -961, TE, 1550, device, ring, r32.8, w0.5, g0.17, b50
1780, -1301, TE, 1550, device, ring, r18.2, w0.5, g0.141, b50
1270, -1301, TE, 1550, device, ring, r26.2, w0.5, g0.165, b50
1440, -961, TE, 1550, device, ring, r43.3, w0.5, g0.126, b50
1100, -1301, TE, 1550, device, ring, r10.2, w0.5, g0.139, b50
1780, -1811, TE, 1550, device, ring, r20.5, w0.5, g0.164, b50
1440, -1811, TE, 1550, device, ring, r8.1, w0.5, g0.127, b50
1780, -1641, TE, 1550, device, ring, r49.0, w0.5, g0.174, b50
1610, -961, TE, 1550, device, ring, r43.3, w0.5, g0.155, b50
1610, -1811, TE, 1550, device, ring, r15.1, w0.5, g0.106, b50
1270, -1811, TE, 1550, device, ring, r49.5, w0.5, g0.121, b50
1270, -1641, TE, 1550, device, ring, r35.5, w0.5, g0.147, b50
1610, -1301, TE, 1550, device, ring, r49.0, w0.5, g0.135, b50
1440, -1301, TE, 1550, device, ring, r20.4, w0.5, g0.128, b50
1780, -1131, TE, 1550, device, ring, r26.0, w0.5, g0.157, b50
1100, -1131, TE, 1550, device, ring, r25.6, w0.5, g0.109, b50
1440, -1131, TE, 1550, device, ring, r14.0, w0.5, g0.156, b50
1100, -1811, TE, 1550, device, ring, r41.5, w0.5, g0.129, b50
1100, -1641, TE, 1550, device, ring, r33.2, w0.5, g0.127, b50
1610, -1641, TE, 1550, device, ring, r48.6, w0.5, g0.134, b50
1440, -1471, TE, 1550, device, ring, r45.3, w0.5, g0.112, b50
1780, -1471, TE, 1550, device, ring, r46.7, w0.5, g0.147, b50
1270, -1131, TE, 1550, device, ring, r44.7, w0.5, g0.115, b50
1270, -1471, TE, 1550, device, ring, r21.1, w0.5, g0.127, b50
1610, -1471, TE, 1550, device, ring, r26.8, w0.5, g0.1, b50
1440, -1641, TE, 1550, device, ring, r48.4, w0.5, g0.151, b50
1100, -1471, TE, 1550, device, ring, r46.3, w0.5, g0.107, b50
760, -1131, TE, 1550, device, ring, r6.6, w0.5, g0.164, b50
590, -1811, TE, 1550, device, ring, r9.7, w0.5, g0.138, b50
250, -1641, TE, 1550, device, ring, r45.4, w0.5, g0.134, b50
760, -961, TE, 1550, device, ring, r27.2, w0.5, g0.115, b50
420, -1301, TE, 1550, device, ring, r45.2, w0.5, g0.134, b50
590, -1131, TE, 1550, device, ring, r13.8, w0.5, g0.164, b50
420, -961, TE, 1550, device, ring, r48.4, w0.5, g0.179, b50
250, -1301, TE, 1550, device, ring, r11.7, w0.5, g0.114, b50
250, -961, TE, 1550, device, ring, r44.3, w0.5, g0.148, b50
930, -1131, TE, 1550, device, ring, r6.5, w0.5, g0.158, b50
930, -1811, TE, 1550, device, ring, r33.4, w0.5, g0.169, b50
930, -1641, TE, 1550, device, ring, r28.3, w0.5, g0.108, b50
420, -1131, TE, 1550, device, ring, r27.9, w0.5, g0.123, b50
760, -1641, TE, 1550, device, ring, r18.8, w0.5, g0.169, b50
250, -1131, TE, 1550, device, ring, r40.3, w0.5, g0.166, b50
590, -1301, TE, 1550, device, ring, r19.7, w0.5, g0.162, b50
930, -1301, TE, 1550, device, ring, r33.3, w0.5, g0.166, b50
420, -1471, TE, 1550, device, ring, r16.5, w0.5, g0.177, b50
930, -961, TE, 1550, device, ring, r13.5, w0.5, g0.142, b50
590, -1471, TE, 1550, device, ring, r35.4, w0.5, g0.124, b50
250, -1471, TE, 1550, device, ring, r20.4, w0.5, g0.179, b50
420, -1811, TE, 1550, device, ring, r29.9, w0.5, g0.137, b50
760, -1471, TE, 1550, device, ring, r16.0, w0.5, g0.175, b50
760, -1301, TE, 1550, device, ring, r26.7, w0.5, g0.106, b50
590, -961, TE, 1550, device, ring, r9.7, w0.5, g0.143, b50
420, -1641, TE, 1550, device, ring, r41.6, w0.5, g0.138, b50
590, -1641, TE, 1550, device, ring, r23.1, w0.5, g0.147, b50
250, -1811, TE, 1550, device, ring, r43.9, w0.5, g0.155, b50
930, -1471, TE, 1550, device, ring, r47.4, w0.5, g0.121, b50
760, -1811, TE, 1550, device, ring, r26.1, w0.5, g0.108, b50
420, -2661, TE, 1550, device, ring, r16.5, w0.5, g0.101, b50
420, -2491, TE, 1550, device, ring, r12.3, w0.5, g0.112, b50
590, -1981, TE, 1550, device, ring, r25.7, w0.5, g0.122, b50
590, -2321, TE, 1550, device, ring, r39.2, w0.5, g0.111, b50
250, -1981, TE, 1550, device, ring, r11.0, w0.5, g0.148, b50
590, -2491, TE, 1550, device, ring, r21.3, w0.5, g0.173, b50
420, -2321, TE, 1550, device, ring, r43.2, w0.5, g0.109, b50
420, -2151, TE, 1550, device, ring, r42.8, w0.5, g0.169, b50
590, -2661, TE, 1550, device, ring, r10.5, w0.5, g0.127, b50
250, -2321, TE, 1550, device, ring, r23.1, w0.5, g0.145, b50
930, -2321, TE, 1550, device, ring, r31.4, w0.5, g0.138, b50
930, -1981, TE, 1550, device, ring, r10.9, w0.5, g0.105, b50
250, -2151, TE, 1550, device, ring, r40.5, w0.5, g0.117, b50
420, -1981, TE, 1550, device, ring, r23.3, w0.5, g0.112, b50
760, -1981, TE, 1550, device, ring, r35.9, w0.5, g0.131, b50
250, -2491, TE, 1550, device, ring, r25.9, w0.5, g0.173, b50
930, -2491, TE, 1550, device, ring, r7.1, w0.5, g0.105, b50
930, -2151, TE, 1550, device, ring, r46.3, w0.5, g0.159, b50
250, -2661, TE, 1550, device, ring, r21.0, w0.5, g0.151, b50
760, -2151, TE, 1550, device, ring, r7.9, w0.5, g0.163, b50
590, -2151, TE, 1550, device, ring, r35.9, w0.5, g0.169, b50
760, -2491, TE, 1550, device, ring, r38.0, w0.5, g0.119, b50
760, -2321, TE, 1550, device, ring, r27.1, w0.5, g0.102, b50
930, -2661, TE, 1550, device, ring, r45.1, w0.5, g0.152, b50
760, -2661, TE, 1550, device, ring, r47.1, w0.5, g0.104, b50
1610, -1981, TE, 1550, device, ring, r23.4, w0.5, g0.13, b50
1610, -2321, TE, 1550, device, ring, r40.8, w0.5, g0.117, b50
1270, -2321, TE, 1550, device, ring, r47.4, w0.5, g0.162, b50
1780, -2491, TE, 1550, device, ring, r37.6, w0.5, g0.18, b50
1780, -2661, TE, 1550, device, ring, r7.5, w0.5, g0.171, b50
1780, -2321, TE, 1550, device, ring, r7.9, w0.5, g0.107, b50
1780, -2151, TE, 1550, device, ring, r19.7, w0.5, g0.116, b50
1610, -2661, TE, 1550, device, ring, r35.6, w0.5, g0.136, b50
1440, -2321, TE, 1550, device, ring, r41.9, w0.5, g0.172, b50
1440, -1981, TE, 1550, device, ring, r48.4, w0.5, g0.161, b50
1610, -2491, TE, 1550, device, ring, r18.9, w0.5, g0.111, b50
1270, -2151, TE, 1550, device, ring, r24.4, w0.5, g0.146, b50
1100, -2151, TE, 1550, device, ring, r16.9, w0.5, g0.12, b50
1440, -2151, TE, 1550, device, ring, r30.2, w0.5, g0.16, b50
1440, -2661, TE, 1550, device, ring, r38.6, w0.5, g0.145, b50
1270, -1981, TE, 1550, device, ring, r5.6, w0.5, g0.16, b50
1100, -2491, TE, 1550, device, ring, r29.4, w0.5, g0.138, b50
1100, -2321, TE, 1550, device, ring, r39.5, w0.5, g0.177, b50
1270, -2661, TE, 1550, device, ring, r45.3, w0.5, g0.159, b50
1610, -2151, TE, 1550, device, ring, r11.6, w0.5, g0.141, b50
1780, -1981, TE, 1550, device, ring, r18.8, w0.5, g0.112, b50
1270, -2491, TE, 1550, device, ring, r24.3, w0.5, g0.105, b50
1440, -2491, TE, 1550, device, ring, r25.0, w0.5, g0.155, b50
1100, -1981, TE, 1550, device, ring, r16.4, w0.5, g0.179, b50
1100, -2661, TE, 1550, device, ring, r9.5, w0.5, g0.175, b50
-259, -1641, TE, 1550, device, ring, r48.5, w0.5, g0.146, b50
-429, -1811, TE, 1550, device, ring, r34.4, w0.5, g0.163, b50
80, -1131, TE, 1550, device, ring, r49.6, w0.5, g0.111, b50
-599, -1811, TE, 1550, device, ring, r19.6, w0.5, g0.166, b50
-259, -1131, TE, 1550, device, ring, r15.0, w0.5, g0.113, b50
-429, -1301, TE, 1550, device, ring, r17.2, w0.5, g0.152, b50
80, -1641, TE, 1550, device, ring, r8.5, w0.5, g0.102, b50
-89, -961, TE, 1550, device, ring, r12.7, w0.5, g0.114, b50
-599, -961, TE, 1550, device, ring, r43.3, w0.5, g0.177, b50
-429, -1641, TE, 1550, device, ring, r30.7, w0.5, g0.137, b50
-259, -1471, TE, 1550, device, ring, r48.4, w0.5, g0.176, b50
-599, -1471, TE, 1550, device, ring, r13.7, w0.5, g0.107, b50
-429, -1131, TE, 1550, device, ring, r21.3, w0.5, g0.129, b50
-89, -1811, TE, 1550, device, ring, r39.1, w0.5, g0.143, b50
80, -1471, TE, 1550, device, ring, r35.0, w0.5, g0.176, b50
-259, -961, TE, 1550, device, ring, r13.7, w0.5, g0.178, b50
-89, -1471, TE, 1550, device, ring, r26.6, w0.5, g0.14, b50
-429, -1471, TE, 1550, device, ring, r45.3, w0.5, g0.159, b50
-599, -1131, TE, 1550, device, ring, r38.1, w0.5, g0.142, b50
-89, -1641, TE, 1550, device, ring, r6.7, w0.5, g0.152, b50
-89, -1301, TE, 1550, device, ring, r45.1, w0.5, g0.117, b50
-259, -1301, TE, 1550, device, ring, r8.7, w0.5, g0.142, b50
-599, -1301, TE, 1550, device, ring, r34.1, w0.5, g0.113, b50
-259, -1811, TE, 1550, device, ring, r38.6, w0.5, g0.155, b50
-429, -961, TE, 1550, device, ring, r6.2, w0.5, g0.145, b50
80, -1811, TE, 1550, device, ring, r43.7, w0.5, g0.171, b50
-599, -1641, TE, 1550, device, ring, r16.4, w0.5, g0.139, b50
80, -961, TE, 1550, device, ring, r38.3, w0.5, g0.108, b50
-89, -1131, TE, 1550, device, ring, r39.0, w0.5, g0.11, b50
80, -1301, TE, 1550, device, ring, r38.3, w0.5, g0.144, b50
-1449, -1641, TE, 1550, device, ring, r6.5, w0.5, g0.171, b50
-1109, -1301, TE, 1550, device, ring, r19.0, w0.5, g0.133, b50
-939, -1471, TE, 1550, device, ring, r46.2, w0.5, g0.153, b50
-1279, -1471, TE, 1550, device, ring, r39.3, w0.5, g0.174, b50
-939, -1131, TE, 1550, device, ring, r42.8, w0.5, g0.118, b50
-1449, -1131, TE, 1550, device, ring, r48.7, w0.5, g0.109, b50
-1109, -1471, TE, 1550, device, ring, r30.8, w0.5, g0.165, b50
-1279, -1641, TE, 1550, device, ring, r32.7, w0.5, g0.126, b50
-1279, -961, TE, 1550, device, ring, r13.8, w0.5, g0.112, b50
-1449, -961, TE, 1550, device, ring, r32.6, w0.5, g0.142, b50
-1279, -1811, TE, 1550, device, ring, r8.9, w0.5, g0.101, b50
-1109, -1811, TE, 1550, device, ring, r13.8, w0.5, g0.158, b50
-1449, -1471, TE, 1550, device, ring, r42.0, w0.5, g0.148, b50
-1279, -1131, TE, 1550, device, ring, r48.8, w0.5, g0.111, b50
-939, -961, TE, 1550, device, ring, r33.6, w0.5, g0.126, b50
-769, -1641, TE, 1550, device, ring, r48.5, w0.5, g0.152, b50
-1109, -1131, TE, 1550, device, ring, r34.5, w0.5, g0.152, b50
-1109, -1641, TE, 1550, device, ring, r47.1, w0.5, g0.131, b50
-769, -1811, TE, 1550, device, ring, r21.3, w0.5, g0.117, b50
-939, -1301, TE, 1550, device, ring, r22.8, w0.5, g0.146, b50
-769, -1131, TE, 1550, device, ring, r9.2, w0.5, g0.168, b50
-939, -1811, TE, 1550, device, ring, r42.3, w0.5, g0.111, b50
-769, -1471, TE, 1550, device, ring, r20.2, w0.5, g0.116, b50
-939, -1641, TE, 1550, device, ring, r49.6, w0.5, g0.155, b50
-1449, -1301, TE, 1550, device, ring, r38.3, w0.5, g0.144, b50
-1279, -1301, TE, 1550, device, ring, r18.9, w0.5, g0.157, b50
-769, -1301, TE, 1550, device, ring, r5.4, w0.5, g0.174, b50
-769, -961, TE, 1550, device, ring, r47.4, w0.5, g0.135, b50
-1109, -961, TE, 1550, device, ring, r8.4, w0.5, g0.174, b50
-1449, -1811, TE, 1550, device, ring, r7.8, w0.5, g0.11, b50
-1449, -2661, TE, 1550, device, ring, r42.1, w0.5, g0.133, b50
-769, -1981, TE, 1550, device, ring, r23.7, w0.5, g0.153, b50
-1109, -1981, TE, 1550, device, ring, r29.2, w0.5, g0.158, b50
-1449, -2151, TE, 1550, device, ring, r21.5, w0.5, g0.116, b50
-1279, -2151, TE, 1550, device, ring, r29.8, w0.5, g0.172, b50
-939, -2661, TE, 1550, device, ring, r21.3, w0.5, g0.135, b50
-939, -2491, TE, 1550, device, ring, r36.8, w0.5, g0.154, b50
-1449, -1981, TE, 1550, device, ring, r49.7, w0.5, g0.157, b50
-1279, -2491, TE, 1550, device, ring, r26.4, w0.5, g0.116, b50
-939, -2151, TE, 1550, device, ring, r26.7, w0.5, g0.177, b50
-1109, -2151, TE, 1550, device, ring, r31.5, w0.5, g0.135, b50
-1109, -2491, TE, 1550, device, ring, r26.5, w0.5, g0.146, b50
-769, -2661, TE, 1550, device, ring, r48.6, w0.5, g0.172, b50
-1279, -1981, TE, 1550, device, ring, r34.2, w0.5, g0.106, b50
-769, -2491, TE, 1550, device, ring, r46.7, w0.5, g0.168, b50
-1279, -2661, TE, 1550, device, ring, r42.6, w0.5, g0.13, b50
-769, -2151, TE, 1550, device, ring, r29.5, w0.5, g0.123, b50
-939, -2321, TE, 1550, device, ring, r37.9, w0.5, g0.166, b50
-1109, -2661, TE, 1550, device, ring, r24.9, w0.5, g0.125, b50
-939, -1981, TE, 1550, device, ring, r5.8, w0.5, g0.138, b50
-1449, -2491, TE, 1550, device, ring, r36.8, w0.5, g0.12, b50
-1279, -2321, TE, 1550, device, ring, r14.5, w0.5, g0.167, b50
-769, -2321, TE, 1550, device, ring, r35.9, w0.5, g0.105, b50
-1109, -2321, TE, 1550, device, ring, r21.1, w0.5, g0.174, b50
-1449, -2321, TE, 1550, device, ring, r7.4, w0.5, g0.133, b50
-429, -2321, TE, 1550, device, ring, r7.4, w0.5, g0.1, b50
80, -2321, TE, 1550, device, ring, r43.5, w0.5, g0.125, b50
-599, -2321, TE, 1550, device, ring, r47.5, w0.5, g0.11, b50
-89, -1981, TE, 1550, device, ring, r29.3, w0.5, g0.132, b50
-89, -2321, TE, 1550, device, ring, r49.3, w0.5, g0.172, b50
-599, -2661, TE, 1550, device, ring, r6.6, w0.5, g0.174, b50
-259, -2321, TE, 1550, device, ring, r7.2, w0.5, g0.179, b50
-429, -2491, TE, 1550, device, ring, r11.3, w0.5, g0.164, b50
80, -1981, TE, 1550, device, ring, r46.7, w0.5, g0.172, b50
80, -2661, TE, 1550, device, ring, r42.1, w0.5, g0.112, b50
-89, -2491, TE, 1550, device, ring, r30.4, w0.5, g0.13, b50
-599, -1981, TE, 1550, device, ring, r19.6, w0.5, g0.1, b50
-429, -2661, TE, 1550, device, ring, r49.8, w0.5, g0.1, b50
-89, -2661, TE, 1550, device, ring, r19.2, w0.5, g0.118, b50
80, -2151, TE, 1550, device, ring, r27.9, w0.5, g0.15, b50
-259, -1981, TE, 1550, device, ring, r44.0, w0.5, g0.135, b50
-259, -2491, TE, 1550, device, ring, r34.2, w0.5, g0.154, b50
-429, -1981, TE, 1550, device, ring, r18.0, w0.5, g0.144, b50
-259, -2661, TE, 1550, device, ring, r14.4, w0.5, g0.166, b50
80, -2491, TE, 1550, device, ring, r14.0, w0.5, g0.165, b50
-599, -2491, TE, 1550, device, ring, r6.1, w0.5, g0.148, b50
-429, -2151, TE, 1550, device, ring, r13.3, w0.5, g0.129, b50
-599, -2151, TE, 1550, device, ring, r45.7, w0.5, g0.12, b50
-89, -2151, TE, 1550, device, ring, r27.9, w0.5, g0.11, b50
-259, -2151, TE, 1550, device, ring, r41.7, w0.5, g0.164, b50
-599, -3171, TE, 1550, device, ring, r6.5, w0.5, g0.123, b50
-259, -3001, TE, 1550, device, ring, r13.7, w0.5, g0.164, b50
-599, -3511, TE, 1550, device, ring, r9.6, w0.5, g0.113, b50
-429, -2831, TE, 1550, device, ring, r12.1, w0.5, g0.116, b50
-89, -3511, TE, 1550, device, ring, r16.4, w0.5, g0.143, b50
-89, -3341, TE, 1550, device, ring, r31.8, w0.5, g0.112, b50
-429, -3171, TE, 1550, device, ring, r7.8, w0.5, g0.145, b50
-259, -3171, TE, 1550, device, ring, r9.1, w0.5, g0.131, b50
-429, -3511, TE, 1550, device, ring, r47.7, w0.5, g0.155, b50
80, -2831, TE, 1550, device, ring, r29.2, w0.5, g0.16, b50
-259, -3341, TE, 1550, device, ring, r6.3, w0.5, g0.135, b50
-599, -3001, TE, 1550, device, ring, r19.4, w0.5, g0.107, b50
-89, -3171, TE, 1550, device, ring, r9.1, w0.5, g0.178, b50
80, -3001, TE, 1550, device, ring, r19.7, w0.5, g0.125, b50
-259, -2831, TE, 1550, device, ring, r24.4, w0.5, g0.137, b50
-429, -3001, TE, 1550, device, ring, r9.1, w0.5, g0.119, b50
80, -3511, TE, 1550, device, ring, r32.6, w0.5, g0.109, b50
80, -3341, TE, 1550, device, ring, r43.8, w0.5, g0.158, b50
-89, -2831, TE, 1550, device, ring, r23.7, w0.5, g0.127, b50
-259, -3511, TE, 1550, device, ring, r46.7, w0.5, g0.164, b50
-429, -3341, TE, 1550, device, ring, r46.1, w0.5, g0.165, b50
80, -3171, TE, 1550, device, ring, r35.0, w0.5, g0.175, b50
